time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,new_la_code,old_la_code,la_name,breakdown_topic,breakdown,Res_3851,Res_52,Res_tot
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Ethnicity,Any other ethnic group,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Ethnicity,Asian - Any other Asian background,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Ethnicity,Asian - Bangladeshi,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Ethnicity,Asian - Chinese,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Ethnicity,Asian - Indian,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Ethnicity,Asian - Pakistani,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Ethnicity,Black - Any other Black background,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Ethnicity,Black - Black African,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Ethnicity,Black - Black Caribbean,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Ethnicity,Mixed - Any other Mixed background,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Ethnicity,Mixed - White and Asian,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Ethnicity,Mixed - White and Black African,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Ethnicity,Mixed - White and Black Caribbean,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Ethnicity,Unclassified,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Ethnicity,White - Any other White background,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Ethnicity,White - Gypsy/Roma,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Ethnicity,White - Irish,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Ethnicity,White - Traveller of Irish heritage,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Ethnicity,White - White British,3,1,4
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Sex,Female,2,1,3
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Sex,Male,1,0,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,AP/PRU - academy,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,AP/PRU - free school,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,AP/PRU - LA maintained,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,AP/PRU - total,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,Educated elsewhere - elective home education,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,Educated elsewhere - NEET,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,Educated elsewhere - not in education or training (compulsory school age),0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,Educated elsewhere - not in education or training (other),0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,Educated elsewhere - other arrangements by LA,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,Educated elsewhere - other placement settings,2,0,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,Educated elsewhere - total,2,0,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,FE - general FE and tertiary colleges,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,FE - specialist post-16 institutions,1,1,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,FE - total,1,1,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,FE - UKRLP provider,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,Mainstream - academy,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,Mainstream - academy (resourced provision),0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,Mainstream - academy (SEN unit),0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,Mainstream - free school,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,Mainstream - independent,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,Mainstream - LA maintained,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,Mainstream - LA maintained (resourced provision),0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,Mainstream - total,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,Non-maintained early years,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,Placement not recorded,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,Special - academy/free school,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,Special - independent,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,Special - LA maintained,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,Special - non-maintained,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000029,334,Solihull,Type of placement,Special - total,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,All residential placements,All residential placements,7,3,10
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Child or young persons age,age 10,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Child or young persons age,age 11,1,0,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Child or young persons age,age 12,0,1,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Child or young persons age,age 13,2,0,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Child or young persons age,age 14,1,0,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Child or young persons age,age 15,1,1,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Child or young persons age,age 16,0,1,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Child or young persons age,age 17,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Child or young persons age,age 18,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Child or young persons age,age 19,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Child or young persons age,age 2 and under,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Child or young persons age,age 20 and over,2,0,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Child or young persons age,age 3,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Child or young persons age,age 4,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Child or young persons age,age 5,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Child or young persons age,age 6,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Child or young persons age,age 7,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Child or young persons age,age 8,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Child or young persons age,age 9,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Ethnicity,Any other ethnic group,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Ethnicity,Asian - Any other Asian background,1,1,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Ethnicity,Asian - Bangladeshi,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Ethnicity,Asian - Chinese,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Ethnicity,Asian - Indian,1,0,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Ethnicity,Asian - Pakistani,0,1,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Ethnicity,Black - Any other Black background,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Ethnicity,Black - Black African,1,0,1
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Ethnicity,Black - Black Caribbean,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Ethnicity,Mixed - Any other Mixed background,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Ethnicity,Mixed - White and Asian,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Ethnicity,Mixed - White and Black African,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Ethnicity,Mixed - White and Black Caribbean,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Ethnicity,Unclassified,2,0,2
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Ethnicity,White - Any other White background,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Ethnicity,White - Gypsy/Roma,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Ethnicity,White - Irish,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Ethnicity,White - Traveller of Irish heritage,0,0,0
202324,Academic year,Local authority,E92000001,England,E12000005,West Midlands,E08000030,335,Walsall,Ethnicity,White - White British,2,1,3
